-77430.4 -30983.2 -44202.3 -57940.6 -45396.9 -72544 -82657.2 -68969.9 -74913.5 -99079 -93028 -98047.3 -120378 -116655 -108817 -106660 -108881 -128506 -142362 -137756 -125274 -132109 -117280 -114049 -82876.3 -95370.8 -87498 -73516.9 -73157.4 -76361.1 -69142.1 -48256.3 -39966.6 -35053.8 -74601.2 -75789.2 -57581.7 -28459.3 -23746.3 -31257.6 -22737.8 -36347.3 -25433.8 -29284.4 -17035.3 -14399.2 -31719.9 -12822.6 -8737.45 -5368.24 
47034.4 16149.4 25659.9 35233.4 25240.7 45685.6 49766.5 43737.3 49297.5 62480.4 63419.3 64680.8 80692.2 80373.5 74316.9 77558 77527.8 92442.3 102164 97235.9 93431.5 94026.8 84814.1 80953.8 56485.2 64407.7 54179.3 45767.4 44212 42692.6 41171.8 24855.9 21076.8 17933.4 39249.2 42963.2 28140.5 11572.3 8848.9 11538.4 10174.3 15343 10429.5 13317.3 3712.19 5725.64 13356.5 4073.33 2334.65 -1690.93 
-8852.26 -5610.28 -5988.49 -6647.64 -7388.32 -7312.21 -10185.3 -6846.73 -5687.48 -9598.93 -5205.01 -7236.23 -7913.71 -6089.71 -6699.56 -3239.47 -4440.08 -3907.97 -4120.44 -4961.76 146.451 -2912.17 -1068.17 -1605.85 -2465.84 -3796.35 -7945.48 -6403.18 -7569.45 -10708.3 -7743.41 -8729.83 -6902.02 -6524.03 -12869.9 -10563 -11913.7 -8359.41 -8000.15 -10127.7 -5962.84 -9948.2 -7483.7 -7517.82 -8010.65 -4814.59 -8896.36 -4894.01 -3871.85 -5275.06 
101851 33184 54739.3 76254 52422.4 99693.4 106765 95600.4 109595 136859 142620 143885 180234 180818 165977 175742 174815 210096 232505 220706 216670 216036 196491 187484 130249 147312 119676 101467 96609 90517.2 89224.3 50290 42970.4 35904.2 80300.8 90731.7 54980.2 18982.7 12561 17343.5 17810.3 26605.5 17249.2 23944.1 1347.29 8644.53 23174.3 5160.81 1924.73 -8832.06 
41160.1 15891.5 23299.6 30928.5 23695.7 39314.2 43989.1 37766.6 41511.1 53597.6 52034.7 54086.7 66677.2 65375.1 60903.3 61135.5 61894.3 73476.5 81005.5 77797.7 72541 74774 66741.9 63965.1 45527.2 52112.3 45994.7 38815.2 37863.9 38304.7 35419.5 23103.9 19221.5 16457.6 36280.7 37854.9 26886.8 11930 9251.07 12726.4 9792.21 15973.1 11082.1 13499.9 6495.11 6419.75 14530.7 5463.16 3523.32 821.475 
-71074 -29599.1 -41058.9 -53212.8 -43257.3 -66270.2 -76722.6 -63129 -67301.1 -90190.5 -82344.5 -87871.6 -107268 -103042 -97063.9 -93324.6 -95785.8 -111820 -123431 -119806 -105601 -112882 -98955 -96125.4 -70245.1 -81798.9 -78114.4 -65384.4 -65853.7 -70498.5 -62629.2 -45858.9 -37816.2 -33428.2 -70672.3 -70211.9 -55933.7 -29564.7 -25512.3 -33085.5 -23223.2 -37241.7 -26624.4 -29932.6 -20015.1 -15851 -32962.5 -14470.6 -10413.8 -8571.02 
-62980.5 -17003.7 -32510.7 -47543.7 -29231 -64734.3 -65433.2 -63188.2 -75065.3 -88612.2 -100371 -98033.1 -124340 -128085 -116857 -130115 -127446 -154973 -170478 -159615 -164299 -157568 -145110 -135441 -90599.3 -101107 -74111.8 -63592.7 -57380.6 -47405.7 -51424 -20924.2 -18739.3 -13827 -35919.2 -47348.4 -18477.1 1848.89 6317.48 6195.64 -1548.87 -1587.4 457.899 -5118.13 12033.2 1076.95 -2637.01 4057.06 4867.76 15730.4 
18951.1 9311.05 11635.7 14270.4 12883.4 17162.7 20820.7 16449.3 16584.4 23091.1 19096.2 21330.4 25374.4 23482.2 22673.8 19709.8 20970.7 23980.7 26219 26064.8 20604.1 23784.8 20040.2 19624.1 15117 17945.7 19398 16188.8 16675.6 19326.4 16027.9 13243.2 10669.3 9512.63 20274.6 18803.2 16687.7 9442.16 8192.96 11044.4 6993.38 12025.1 8752.22 9554.14 8064.98 5481.71 11122.8 5425.77 4016.78 4222.19 
-30129.3 -9643.12 -16137.4 -22511.3 -15050.7 -29288 -31191.4 -27828.7 -32238.6 -40351.3 -42245.2 -42511 -53412.7 -53633.6 -48864.3 -51866.1 -51709.9 -62576.4 -69669.5 -66307 -65665.3 -65701.9 -60076.7 -57810.8 -40505.7 -45473.5 -36628 -31078.4 -29653.1 -27723.3 -27411.2 -15382.9 -13124.6 -11041.7 -24349 -27665.7 -16587.2 -5450.97 -3503.71 -4899.44 -5201.54 -7659.02 -4727.61 -6683.72 370.302 -1889.02 -6175.65 -834.374 130.977 3465.97 
9994.95 3480.44 5556.13 7590.2 5420.58 9963.44 10594.9 9701.85 10954.3 13413.1 14088.1 14185.7 17736.7 17912.2 16663.4 17725.3 17683.1 21230 23234.6 21962.9 21542.5 21173.4 19114.4 17773.6 12060.9 13623.6 10958.8 9359.31 8723.34 8032.8 7976.19 4220.27 3585.36 2854.59 6883.39 7899.21 4392.49 1074.76 391.44 836.567 1091.31 1869.25 1197.67 2009.65 -82.6823 709.715 1933.57 280.884 -47.1299 -1252.89 
