8.32842e+07 1.49028e+08 -5.14506e+08 -2.18571e+08 2.2241e+08 -2.6669e+08 -5.01732e+08 2.53069e+08 2.52736e+08 3.29871e+08 5.44534e+08 9.69595e+08 1.08086e+09 3.08016e+08 -8.79999e+07 -5.95706e+07 5.7382e+08 1.09928e+08 -3.955e+08 -2.45513e+08 -5.65648e+07 6.75273e+08 2.62849e+08 5.08733e+08 -3.75847e+08 4.97615e+08 -5.65948e+08 -2.33987e+08 4.70079e+08 
-7.87596e+07 8.81333e+07 -6.8147e+07 3.31814e+08 1.3058e+08 -1.46444e+08 -4.87498e+08 3.61811e+07 -1.70559e+07 7.8233e+07 1.68021e+07 -4.68916e+08 -1.57918e+08 -2.40312e+08 -1.63376e+08 -3.58711e+08 1.64562e+08 6.26228e+07 1.10271e+07 5.17669e+08 3.02684e+08 -2.65862e+08 -1.83605e+08 1.43449e+08 3.64938e+08 -1.60094e+07 -8.35624e+06 1.12002e+08 1.64488e+08 
-7.50541e+07 1.50865e+07 3.54779e+08 1.11154e+08 -9.29558e+07 5.09074e+07 4.79926e+08 -2.27636e+08 -1.04374e+08 -3.11137e+08 -4.34588e+08 -3.22432e+08 -6.98357e+08 -8.9904e+07 8.72974e+07 2.79418e+08 -2.49155e+08 -6.33098e+07 1.82485e+08 6.95503e+07 -1.55343e+08 -4.04103e+08 -2.52313e+07 -3.02061e+08 9.06098e+06 -3.87704e+08 3.09169e+08 1.7692e+08 -3.7441e+08 
5.83463e+07 -3.24915e+08 -1.20243e+07 -5.09335e+08 -2.78466e+08 1.54283e+08 9.87937e+08 -1.23429e+08 1.56092e+07 -2.93176e+08 1.91621e+08 4.79814e+08 1.98854e+08 3.76309e+08 2.36627e+08 1.2333e+08 -3.26076e+08 -3.12831e+08 5.11405e+06 -1.02831e+09 -1.60382e+08 7.33459e+08 2.02479e+08 -4.00101e+08 -3.08833e+08 1.45568e+08 2.20408e+08 -1.29878e+08 -1.48928e+08 
1.49147e+08 4.90212e+07 -1.98332e+08 8.28898e+07 2.36119e+07 1.63592e+08 -5.98827e+08 6.86378e+07 1.01881e+08 2.37085e+08 2.15929e+08 4.15793e+06 3.82669e+08 2.76493e+07 -2.78881e+08 -2.76297e+08 3.43339e+08 1.76663e+08 1.33474e+07 3.24985e+08 2.54197e+08 1.38328e+08 3.07396e+06 4.25212e+08 6.02507e+07 3.28856e+08 -3.64397e+08 -5.73609e+07 3.59421e+08 
1.27282e+08 -7.81971e+06 2.44826e+08 2.90235e+08 -1.05024e+08 3.16602e+08 -2.19941e+08 -1.88033e+08 -3.87366e+07 -8.28164e+07 -1.97797e+08 -6.81154e+08 -5.48613e+08 -1.65803e+08 -1.63824e+08 -1.36765e+08 -3.58201e+07 1.84619e+08 2.29647e+08 4.52028e+08 2.15782e+08 -3.82759e+08 -1.48677e+08 8.89608e+07 2.43496e+08 -3.27076e+07 7.46204e+07 1.59869e+08 3.26674e+07 
-5.70099e+08 3.24777e+08 -1.10867e+06 3.99395e+08 3.89746e+08 -8.55503e+08 -3.82393e+07 2.25024e+08 -9.55098e+07 -3.17918e+07 -3.75491e+08 -2.50838e+08 -4.57643e+08 -4.70218e+08 1.81875e+08 9.72478e+07 -1.1719e+07 -2.51941e+08 -2.15397e+08 4.97917e+08 -2.14385e+08 -7.28968e+08 -1.30571e+08 -3.15306e+08 2.71539e+08 -6.65648e+08 3.12572e+08 1.55226e+08 -3.65041e+08 
7.90745e+07 7.94375e+07 -2.64674e+08 1.09426e+08 8.3009e+07 -2.4889e+07 -5.99577e+08 1.33068e+08 1.10938e+08 2.69381e+08 2.51362e+08 6.61661e+07 4.65223e+08 -1.94069e+06 -2.79856e+08 -3.07948e+08 3.6581e+08 1.18993e+08 -3.54621e+07 3.49051e+08 2.8461e+08 1.48503e+08 -1.4619e+07 3.96196e+08 1.3356e+08 3.15177e+08 -3.41796e+08 -6.5083e+07 3.61031e+08 
6.46032e+07 -1.57369e+08 3.32989e+08 8.29284e+07 -2.84553e+08 3.32976e+08 5.56769e+08 -2.99973e+08 -6.55732e+07 -3.56594e+08 -2.93309e+08 -4.99021e+08 -6.54898e+08 -1.3838e+07 -6.7046e+07 2.76403e+07 -2.7378e+08 -9.79397e+07 3.35711e+08 446472 1.01597e+08 -1.32627e+08 -3.06496e+07 -2.68869e+08 1.1444e+08 -1.3123e+08 3.12618e+08 1.49249e+08 -2.39349e+08 
1.84527e+08 -2.31108e+08 -2.42279e+08 -5.48206e+08 -1.1552e+08 1.49418e+08 3.18774e+08 3.72189e+07 9.44438e+07 3.08997e+07 4.80701e+08 7.90003e+08 7.43865e+08 4.52925e+08 1.58394e+08 2.61486e+07 -1.14274e+07 -7.06313e+07 -1.77791e+08 -8.80473e+08 -1.16449e+08 8.79525e+08 2.22692e+08 1.21142e+07 -4.1152e+08 4.17498e+08 -1.58395e+08 -2.41652e+08 1.91786e+08 
2.45391e+08 -2.67529e+08 4.51518e+08 -2.33523e+08 -3.52803e+08 5.49393e+08 7.41396e+08 -4.01691e+08 -1.47839e+08 -3.66215e+08 -2.38692e+08 -2.02438e+08 -5.58415e+08 1.94923e+08 1.59802e+08 2.97363e+08 -4.86837e+08 2.95405e+07 3.06321e+08 -4.35299e+08 -1.08886e+08 132729 -1.90654e+06 -3.31636e+08 -1.44915e+08 -1.12792e+08 3.09677e+08 9.89703e+07 -2.89459e+08 
1.48681e+08 -1.23163e+08 -6.56572e+07 -2.96685e+08 -7.15474e+07 1.7858e+08 6.07265e+07 2.59895e+07 -1.79348e+06 9.02905e+07 2.02937e+08 3.43833e+08 3.60109e+08 1.99531e+08 9.48742e+07 6.757e+07 -8.02246e+07 4.39704e+07 -4.55426e+07 -3.87124e+08 -7.26546e+07 3.29374e+08 6.25723e+07 3.21043e+07 -1.91744e+08 1.90521e+08 -1.04929e+08 -1.29636e+08 8.18718e+07 
2.41934e+08 -3.00083e+08 3.16963e+08 -2.26876e+08 -3.71509e+08 5.91428e+08 6.02105e+08 -2.74514e+08 -7.90358e+07 -2.62721e+08 -8.75552e+07 -2.30694e+08 -3.72809e+08 1.63838e+08 1.01072e+08 1.23695e+08 -4.29043e+08 -5.93632e+06 2.63825e+08 -4.45374e+08 -3.18097e+07 1.53129e+08 1.30456e+07 -2.56566e+08 -1.082e+08 5.80073e+07 2.44099e+08 6.91451e+06 -1.66835e+08 
-5.64621e+08 4.55304e+08 -6.6205e+08 4.51554e+08 7.25971e+08 -1.1772e+09 -1.16235e+09 6.75644e+08 1.43669e+08 5.37403e+08 3.06936e+08 1.8798e+08 6.67294e+08 -4.46484e+08 -4.44525e+07 -4.58798e+08 6.56279e+08 -7.57242e+07 -6.19202e+08 6.95119e+08 9.12482e+07 -2.57196e+08 -1.29045e+08 3.20676e+08 3.60976e+08 -1.02356e+08 -2.71567e+08 -7.85511e+07 3.49058e+08 
-2.45669e+08 3.51758e+08 -7.63756e+08 2.52398e+07 5.05177e+08 -8.20801e+08 -8.64632e+08 4.94998e+08 2.86848e+08 4.64816e+08 5.67224e+08 9.0291e+08 1.18946e+09 4.75992e+07 -1.10655e+08 -2.80113e+08 7.99641e+08 -3.9148e+07 -6.03067e+08 1.68231e+08 -1.09847e+07 4.67554e+08 1.9392e+08 5.1792e+08 -1.30746e+08 3.27984e+08 -5.8401e+08 -2.1684e+08 5.20526e+08 
3.44963e+08 -2.66504e+08 6.43401e+08 -1.30206e+08 -4.80328e+08 8.69797e+08 6.79954e+08 -5.27422e+08 -2.10014e+08 -3.96555e+08 -4.59824e+08 -5.38907e+08 -8.61507e+08 1.12555e+08 3.62978e+07 3.51004e+08 -5.61398e+08 1.28322e+08 5.40755e+08 -1.43634e+08 -5.15655e+07 -2.68099e+08 -6.2404e+07 -2.82018e+08 -8.30287e+07 -1.73491e+08 3.01188e+08 1.70239e+08 -3.77824e+08 
-3.07548e+08 4.04389e+08 2.94715e+08 6.2378e+08 2.7661e+08 -2.90252e+08 -4.85115e+08 -1.62047e+07 -1.5284e+08 -1.78867e+07 -6.81829e+08 -7.72664e+08 -9.29619e+08 -5.5387e+08 -6.22158e+07 1.59887e+08 6.79945e+07 1.07062e+08 9.10978e+07 1.12543e+09 -1.0594e+08 -1.22549e+09 -1.99116e+08 7.84788e+06 2.96739e+08 -6.89216e+08 1.24809e+08 3.08823e+08 -3.19999e+08 
