-5.81911e+07 8.797e+07 1.0655e+07 -3.96355e+07 1.72685e+07 4.8672e+07 3.29843e+07 3.60528e+07 4.64472e+07 -6.53069e+07 -2.38117e+06 -4.83363e+07 -1.95939e+07 3.42857e+07 -1.60365e+07 -2.17303e+06 4.4282e+07 
1.67394e+08 -2.50856e+08 -3.08061e+07 1.14978e+08 -5.07216e+07 -1.40921e+08 -9.30807e+07 -1.02453e+08 -1.32996e+08 1.8719e+08 6.2215e+06 1.38164e+08 5.51886e+07 -9.62913e+07 4.69972e+07 3.84696e+06 -1.29064e+08 
-2.72119e+07 4.21176e+07 4.89476e+06 -1.79483e+07 7.50713e+06 2.21309e+07 1.63425e+07 1.75244e+07 2.2054e+07 -3.0911e+07 -1.48434e+06 -2.30056e+07 -9.73865e+06 1.70954e+07 -7.10087e+06 -2.20703e+06 1.97492e+07 
5.74311e+07 -8.71082e+07 -1.05133e+07 3.91498e+07 -1.70128e+07 -4.81235e+07 -3.26746e+07 -3.56633e+07 -4.58709e+07 6.44822e+07 2.34973e+06 4.78121e+07 1.94487e+07 -3.41171e+07 1.57306e+07 2.33901e+06 -4.36815e+07 
9.54241e+07 -1.42517e+08 -1.76105e+07 6.58775e+07 -2.92298e+07 -8.06951e+07 -5.25721e+07 -5.80618e+07 -7.56433e+07 1.06512e+08 3.34027e+06 7.85601e+07 3.11698e+07 -5.43578e+07 2.69951e+07 1.5706e+06 -7.4095e+07 
1.65234e+07 -2.44487e+07 -3.09002e+06 1.16997e+07 -5.30076e+06 -1.43382e+07 -8.76975e+06 -9.80219e+06 -1.29689e+07 1.8287e+07 398311 1.34998e+07 5.21677e+06 -9.14208e+06 4.78197e+06 -125071 -1.32535e+07 
-1.15709e+08 1.7202e+08 2.14343e+07 -8.03589e+07 3.58984e+07 9.84365e+07 6.29854e+07 6.97826e+07 9.14278e+07 -1.28801e+08 -3.69782e+06 -9.49267e+07 -3.72997e+07 6.50676e+07 -3.30432e+07 -935140 9.06607e+07 
9.93096e+07 -1.46822e+08 -1.8486e+07 6.95983e+07 -3.13811e+07 -8.51915e+07 -5.31898e+07 -5.92675e+07 -7.81499e+07 1.10184e+08 2.79046e+06 8.11305e+07 3.14977e+07 -5.49375e+07 2.87074e+07 -295972 -7.87824e+07 
-1.12224e+08 1.66783e+08 2.07994e+07 -7.79878e+07 3.48633e+07 9.55483e+07 6.1015e+07 6.76159e+07 8.86482e+07 -1.2488e+08 -3.53947e+06 -9.20415e+07 -3.61352e+07 6.30497e+07 -3.20697e+07 -826262 8.80096e+07 
1.01445e+08 -1.50192e+08 -1.88504e+07 7.08312e+07 -3.18392e+07 -8.67186e+07 -5.46295e+07 -6.07464e+07 -7.99427e+07 1.12679e+08 2.99527e+06 8.29681e+07 3.23323e+07 -5.6373e+07 2.92224e+07 58566.4 -8.01032e+07 
3.76564e+07 -5.62825e+07 -6.90859e+06 2.56662e+07 -1.12944e+07 -3.14206e+07 -2.10153e+07 -2.30918e+07 -2.9951e+07 4.21629e+07 1.49921e+06 3.10343e+07 1.23994e+07 -2.15456e+07 1.06007e+07 902791 -2.88258e+07 
