-5.27836e+07 7.90271e+07 1.05894e+07 -4.26643e+07 2.05187e+07 5.58798e+07 2.3913e+07 2.61507e+07 3.91529e+07 -5.4645e+07 2.96759e+06 -4.31216e+07 -1.41166e+07 2.98884e+07 -1.49208e+07 3.63428e+06 5.03093e+07 
1.52205e+08 -2.25763e+08 -3.02802e+07 1.2159e+08 -5.85526e+07 -1.57551e+08 -6.92242e+07 -7.67322e+07 -1.13252e+08 1.58941e+08 -7.00438e+06 1.23595e+08 4.10113e+07 -8.40538e+07 4.38829e+07 -1.10793e+07 -1.43038e+08 
-2.41941e+07 3.67203e+07 4.94241e+06 -2.01447e+07 9.68424e+06 2.67513e+07 1.07703e+07 1.15774e+07 1.77671e+07 -2.4646e+07 1.82892e+06 -1.9939e+07 -6.30763e+06 1.41533e+07 -6.67043e+06 1.70914e+06 2.3866e+07 
5.31227e+07 -8.01443e+07 -1.06909e+07 4.30447e+07 -2.06532e+07 -5.67257e+07 -2.41909e+07 -2.62347e+07 -3.946e+07 5.48223e+07 -3.21426e+06 4.36203e+07 1.43242e+07 -3.07128e+07 1.47727e+07 -3.26917e+06 -5.07223e+07 
8.76908e+07 -1.29963e+08 -1.73795e+07 6.96652e+07 -3.354e+07 -9.00237e+07 -4.00856e+07 -4.45953e+07 -6.54095e+07 9.1919e+07 -3.69442e+06 7.11613e+07 2.38893e+07 -4.83385e+07 2.53327e+07 -6.20427e+06 -8.17877e+07 
1.63368e+07 -2.45942e+07 -3.22638e+06 1.28199e+07 -6.14226e+06 -1.6772e+07 -7.64908e+06 -8.38674e+06 -1.23065e+07 1.71438e+07 -702434 1.33867e+07 4.65448e+06 -9.43675e+06 4.54992e+06 -759875 -1.49679e+07 
-1.07831e+08 1.59469e+08 2.14655e+07 -8.58999e+07 4.14702e+07 1.11247e+08 4.88498e+07 5.42729e+07 8.03259e+07 -1.12565e+08 4.99177e+06 -8.73669e+07 -2.90127e+07 5.91102e+07 -3.12405e+07 8.05592e+06 1.0105e+08 
9.38053e+07 -1.38706e+08 -1.8578e+07 7.40859e+07 -3.57223e+07 -9.57443e+07 -4.2885e+07 -4.77315e+07 -7.01486e+07 9.8355e+07 -3.89207e+06 7.59983e+07 2.56125e+07 -5.14672e+07 2.71629e+07 -6.57219e+06 -8.69431e+07 
-1.04716e+08 1.55072e+08 2.0838e+07 -8.33711e+07 4.02451e+07 1.08127e+08 4.74982e+07 5.26939e+07 7.80317e+07 -1.09311e+08 4.87266e+06 -8.49043e+07 -2.82656e+07 5.76436e+07 -3.0241e+07 7.63971e+06 9.80575e+07 
9.44284e+07 -1.39437e+08 -1.87295e+07 7.47749e+07 -3.60841e+07 -9.66944e+07 -4.29789e+07 -4.77967e+07 -7.04762e+07 9.88358e+07 -4.05628e+06 7.64372e+07 2.55432e+07 -5.16092e+07 2.74036e+07 -6.8895e+06 -8.79e+07 
3.28617e+07 -4.78082e+07 -6.57801e+06 2.64932e+07 -1.28527e+07 -3.39939e+07 -1.44924e+07 -1.62708e+07 -2.42319e+07 3.41622e+07 -1.57451e+06 2.63626e+07 8.35896e+06 -1.7144e+07 9.84591e+06 -3.25571e+06 -3.13855e+07 
