-81420.6 -33692.4 -39843.4 -53679.4 -54084.5 -75484.5 -79485.1 -95201.1 -99795.2 -89904.2 -109539 -111575 -125750 -135629 -129989 -149325 -142565 -154034 -155968 -132845 -134662 -122944 -138658 -124839 -57950 -97423.3 -118472 -107103 -101943 -85055.5 -83581.7 -64227.7 -52916.7 -59915.7 -55206.9 -69036.5 -56508.7 -59157.7 -57890.3 -55184 -62270.8 -49227 -28990.3 -10059.3 6303.95 -1144.84 -12342.3 -5298.22 -5445.82 -11511.9 
49055.3 19341.4 23145.8 32994.3 33100.8 47183.7 48995.4 58892.9 63050 57375.8 71140.8 72495.4 81957.4 89570.5 86685.9 101248 98819.9 108399 112802 99876.6 102479 93693.1 99378.3 82646.2 31184.8 53320.4 66896.6 61059.6 58667.9 48176.5 48361.9 35402 28375.7 33084.4 29342.7 38281.2 29592.7 31303.9 31031.6 28444.6 33518.7 25077.8 13607.2 2899.63 -7534.35 -1942.94 3761.71 -770.131 59.9131 3485.17 
-8312.93 -3916.41 -4718.13 -5187.32 -5639.54 -7413.25 -8412.26 -9826.19 -9481.94 -8422.08 -9205.13 -9271.03 -10139.6 -10013.3 -9130.81 -8976.68 -6916.64 -5894.22 -3121.07 906.476 2647.34 3229.1 -877.435 -5647.68 -7319.04 -13098.5 -14847.8 -13179.9 -12430.1 -11201.1 -10619.5 -9672.42 -8476.72 -8806.25 -9009.41 -10129.1 -9781.73 -10074.3 -9646 -10246.3 -10512.2 -9619.58 -6944.1 -4475.44 -3007.25 -2840.37 -5005.27 -4630.87 -4269.8 -4980.58 
108032 42578.2 50624.6 73202 72897.5 103938 107264 128991 138706 126192 157424 160477 181525 199101 192975 226972 222805 245783 258624 232467 240699 221251 231425 188703 67267.4 113741 143754 131290 125953 102125 102606 73097.7 57997.1 68854.6 60068.7 79973.4 59968.9 63678 63390.6 56571.7 67939.8 48943.8 24594.3 1739.49 -21067.1 -7495.59 4031.68 -6333.34 -4329.04 2987.52 
42689.7 17584.9 20954.3 29137.1 29408.9 41095.4 42960.5 51267.5 54246.5 49294.4 60381.1 61357.9 68817.6 74464 71823.1 83219.4 80080.5 86793.8 89109.5 77434.8 79140.6 72213.6 78608.6 67569.2 27667 47388.4 58729 53236.2 50608.9 41379.4 40926.3 30219.3 24417.8 28519.3 25869 33479.2 26532.3 28041.3 27645.3 25490.1 29296.5 22237.7 12363.4 2973 -5627.57 -779.063 4904.24 1131.65 1459.14 4338.94 
-73313.6 -30453.6 -36265.5 -48373 -49214.6 -68626 -72661.6 -86757.3 -90569.6 -81705.2 -98836.7 -100586 -113121 -121448 -116241 -132517 -125495 -134330 -133966 -111571 -111546 -100803 -116037 -106971 -51578.2 -88440.5 -107403 -97130.6 -92631.5 -77862.7 -76493.6 -59681.4 -49413.7 -55524.5 -51680 -64098 -53388 -55887.9 -54687.3 -52856.9 -59080.4 -47557.8 -28931.5 -11621.9 3090.78 -3106.23 -13976.7 -7967.92 -8015.52 -13416.5 
-65446.5 -24978.1 -30202.5 -47491.8 -47169 -67910.2 -68728.8 -82355.4 -90822.1 -84098.5 -106622 -108279 -121707 -134876 -132402 -158697 -158709 -176871 -191144 -177822 -186549 -171690 -170033 -127102 -31382.6 -55267.3 -74782.2 -69126.6 -66442.4 -50611.2 -52509.3 -32053.4 -23125.4 -31259.7 -24728.1 -38165.2 -24075.5 -26656.1 -27499.5 -20460.4 -28138.2 -15594.2 -3552.49 8265.48 22528.6 10836.3 5369.11 12211.5 9820.58 6337.74 
19025.6 8445.37 10050.7 12919.2 13351.9 18054.9 19371.9 22820.3 23367.3 21114.1 24914.2 25184.6 27828.3 29229.3 27790.1 31006.1 28347.3 29325.2 27909.4 21537.9 20899.6 18521.8 23540.4 23937.6 13478.2 23512.4 28096.4 25151.8 23618.7 19781.6 19052.3 15168.3 12695.5 14271.3 13754.9 16885.5 14615.4 15301.5 14874.4 14515 15681.6 12933.9 8190.02 3637.17 137.606 1709.3 5149.76 3747.11 3488.42 4788.68 
-32681.1 -12852.8 -15103.5 -21628 -21278.8 -30330 -31287 -37928 -40751.9 -36874.5 -46202.6 -47199.5 -53623.8 -58954.2 -57063.2 -67240.1 -66224.1 -73554.3 -77766.6 -70327 -73201.5 -67842.2 -71456.7 -58941.6 -22452 -36415.2 -45287 -41190.5 -39338.7 -32035.6 -32014.3 -23070.9 -18428.3 -21602.9 -18893.7 -24738.3 -18632.8 -19633 -19384.9 -17372.8 -20798.8 -15091.2 -7569.28 -454.164 6477.66 2604.69 -669.688 2598.11 2084.55 -366.511 
9857.38 3915.38 4785.62 7198.96 7283.71 10299 10602.9 12644.6 13741.9 12787.3 15897.5 16063.8 17847.9 19496.7 19101.2 22520.5 22144.9 24293 25665.4 23167.3 23965.6 21868.3 22267.3 17351.3 5124.14 9158.28 11951.5 10914.3 10349.1 8035.38 8222.94 5406.26 4031.27 5194.17 4438.73 6409.9 4561.01 4963.8 4988.38 4084.41 5066.08 3324.13 1453.08 -461.503 -2569.78 -982.859 175.806 -781.034 -523.311 28.1333 
