6405	-0.058621	-0.030146	0
6406	-0.058624	-0.030105	0
6407	-0.058632	-0.027349	0
6408	-0.058627	-0.026084	0
6409	-0.058618	-0.027700	0
6410	-0.058606	-0.030139	0
6411	-0.058606	-0.030116	0
6412	-0.058621	-0.027367	0
6413	-0.058627	-0.026078	0
6414	-0.058619	-0.027681	0
6415	-0.058610	-0.030129	0
6416	-0.058610	-0.030134	0
6417	-0.058619	-0.027387	0
6418	-0.058617	-0.026083	0
6419	-0.058610	-0.027667	0
6420	-0.058606	-0.030116	0
6421	-0.058608	-0.030148	0
6422	-0.058620	-0.027407	0
6423	-0.058622	-0.026084	0
6424	-0.058613	-0.027659	0
6425	-0.058605	-0.030114	0
6426	-0.058608	-0.030170	0
6427	-0.058623	-0.027432	0
6428	-0.058624	-0.026084	0
6429	-0.058616	-0.027645	0
6430	-0.058608	-0.030101	0
6431	-0.058604	-0.030175	0
6432	-0.058614	-0.027444	0
6433	-0.058625	-0.026086	0
6434	-0.058617	-0.027627	0
6435	-0.058611	-0.030093	0
6436	-0.058609	-0.030188	0
6437	-0.058623	-0.027467	0
6438	-0.058629	-0.026087	0
6439	-0.058617	-0.027615	0
6440	-0.058606	-0.030077	0
6441	-0.058615	-0.030198	0
6442	-0.058625	-0.027484	0
6443	-0.058627	-0.026091	0
6444	-0.058621	-0.027614	0
6445	-0.058618	-0.030084	0
6446	-0.058620	-0.030216	0
6447	-0.058626	-0.027498	0
6448	-0.058623	-0.026082	0
6449	-0.058617	-0.027590	0
6450	-0.058608	-0.030061	0
6451	-0.058608	-0.030218	0
6452	-0.058620	-0.027521	0
6453	-0.058617	-0.026089	0
6454	-0.058610	-0.027594	0
6455	-0.058602	-0.030050	0
6456	-0.058606	-0.030220	0
6457	-0.058615	-0.027527	0
6458	-0.058608	-0.026072	0
6459	-0.058606	-0.027534	0
6460	-0.058596	-0.030018	0
6461	-0.058595	-0.030228	0
6462	-0.058609	-0.027538	0
6463	-0.058603	-0.026053	0
6464	-0.058588	-0.027499	0
6465	-0.058577	-0.029991	0
6466	-0.058587	-0.030232	0
6467	-0.058603	-0.027552	0
6468	-0.058596	-0.026049	0
6469	-0.058581	-0.027491	0
6470	-0.058574	-0.029984	0
6471	-0.058570	-0.030237	0
6472	-0.058577	-0.027542	0
6473	-0.058583	-0.026031	0
6474	-0.058578	-0.027464	0
6475	-0.058569	-0.029952	0
6476	-0.058561	-0.030216	0
6477	-0.058573	-0.027550	0
6478	-0.058574	-0.026030	0
6479	-0.058565	-0.027448	0
6480	-0.058554	-0.029939	0
6481	-0.058566	-0.030240	0
6482	-0.058584	-0.027582	0
6483	-0.058581	-0.026022	0
6484	-0.058566	-0.027410	0
6485	-0.058566	-0.029919	0
6486	-0.058571	-0.030224	0
6487	-0.058574	-0.027578	0
6488	-0.058581	-0.026019	0
6489	-0.058564	-0.027410	0
6490	-0.058550	-0.029912	0
6491	-0.058563	-0.030238	0
6492	-0.058570	-0.027588	0
