-101575 -17554.1 -57612.8 -53010.8 -61637.9 -76280.1 -81028.8 -88576.9 -120635 -115443 -136502 -145345 -148584 -169617 -164837 -190849 -190724 -192030 -204344 -194807 -199218 -191262 -196784 -206503 -133604 -176802 -168363 -136774 -146400 -137960 -147694 -144224 -129311 -131711 -107933 -106609 -90350.6 -84500.6 -83132.3 -63999.7 -77028.4 -70412.8 -50912.7 -59691.2 -45008.7 -55596.9 -45906.8 -45702.1 -59057.2 -49137.7 
70801.2 14355 38645.8 36980 41928.1 52693.8 55968.6 61071.8 83025.7 78711.9 92839.8 98679.1 102287 118803 117165 136477 136364 137729 146209 139331 143312 136742 138156 140121 86337 114060 108193 84971 88420.3 80723.7 86765.7 82809.2 72712.3 75131.8 58604.4 58378.7 46877.8 43247.4 43812.8 30574.1 40273.3 36828.5 25243.4 31235.6 18910 24577 16116.8 14312.1 21490.9 14203.7 
-1714.73 2456.81 -378.569 1816.27 1479.27 1116.38 658.856 -566.129 -2569.37 -4262.19 -6984.84 -8627.57 -8938.05 -8805.11 -7678.57 -7769.95 -8091.83 -7654.03 -7796.64 -6279.64 -3575.48 -1584.36 -1757.07 -3915.16 -2759.74 -4823.99 -3968.48 -4107.48 -7660.23 -9083.66 -10621.5 -12205.2 -12231.8 -13007.4 -14015.2 -14791.6 -15427.6 -15755.2 -14892.5 -14455.7 -14527.2 -12824.8 -10060.4 -10143.7 -11691.2 -13817.6 -15596.5 -18214.5 -22615.9 -24108.3 
166264 37098.9 92126 91159.3 103200 128463 135969 146583 195982 183563 213143 224372 231564 269781 266309 310788 309137 311893 330855 316379 329318 316864 321092 324995 200816 265141 252996 198561 203071 183708 196318 185317 161268 165540 124684 122615 94426.1 84851.1 86483.4 55181.9 77504.1 71386.2 47382.1 61549.4 30867.3 42265.9 20945.7 13713.7 24972.2 5690.34 
61417.7 12417.4 33356.3 32105 36688.6 46032.6 49158.4 53698.7 72565.3 69104 80791.9 85335.6 88036.8 101524 99462.7 115023 114200 114684 120948 114726 117844 112068 113234 115439 70454.9 94363.4 89583.9 70099.8 73266.9 67207.4 72631.3 69566.7 61026.2 63024.2 48958.3 48681.2 39101.4 35989.7 36183.3 24432.2 32180 29388.3 19642.3 24702.3 14487.3 19983.3 13992.7 13280.9 19964 14843.3 
-86525.3 -12559.5 -47062.1 -41191.6 -47928 -60380.8 -64567.8 -72182.4 -101140 -98736.4 -119172 -128324 -132397 -151026 -146957 -169608 -170348 -171643 -182317 -172916 -174096 -164730 -167952 -175410 -111425 -147828 -139283 -112126 -122266 -115882 -125151 -123199 -110856 -114036 -95509.2 -95731.3 -83125.5 -79238.9 -78122.3 -61921.2 -73141.3 -66401 -48041.6 -55264.9 -43758.3 -54058.6 -47357.4 -49797.9 -65658.4 -60009.4 
-130251 -35085.2 -68890.6 -73085.1 -80996.4 -102879 -109788 -117919 -154678 -143397 -163437 -169753 -177037 -208793 -208088 -242127 -237998 -238615 -249741 -236604 -248011 -235458 -233059 -226309 -126921 -171925 -164206 -121026 -117178 -99156.9 -107915 -96458.1 -79111.9 -84132.4 -52851.4 -52653.1 -30801.3 -23924.7 -27888.6 -2698.15 -19999.9 -18546.4 -5740.23 -16318.4 11711.2 5450.4 23056.9 31301.1 27871.3 42344.1 
21780.7 2829.01 11286.1 9723.85 11528.7 14894.7 16330.2 18629.9 26078.5 26013.3 31254.4 33477.9 34442.3 38627.4 37067.2 41877.5 41458.2 41066.8 42753.8 39673.1 39067.3 35885.5 36251.5 38256 23036.6 32107.7 30115 23856.7 26922.1 25905.1 28657.3 28624.8 25854.9 26947.9 22910.8 23266.1 20604.6 19788.3 19270.7 14921.5 17271.3 15482.7 10825.3 12506.4 10086.6 13376.7 12975.3 14612.4 19584.8 19333 
-50011.5 -11829.2 -29552.9 -29492.7 -33542.3 -40442.4 -42197 -44465.3 -58440.8 -53661.9 -61333.7 -64062 -65187.8 -75991.9 -74816.3 -88190.7 -88065.8 -89549.3 -96191 -93284.4 -98716.9 -97279.5 -100378 -103532 -67747.6 -87802.2 -84424.4 -68126.5 -69266.4 -63343.3 -66543.4 -63002.7 -55207.3 -55419.4 -41999.2 -40316.1 -31123 -27639.2 -27851.9 -18708.5 -25422.5 -23822.2 -16696.5 -21176.9 -12089.5 -15085 -7807.41 -4516.99 -6215.08 1061.3 
18542.4 4713.85 9525.41 9833.18 10912.7 14096.6 15221.2 16584.1 21984.6 20701.7 23853.5 24941 26078.3 30470.4 30186 34819.2 34190.6 34144 35523.4 33230.8 34173.8 31791.6 31156.8 30272.5 16295.1 22673.4 21494.9 15562.9 15463.5 13196.9 14733.3 13415.2 11128.5 12125.9 8138.79 8398.07 5577.83 4761.7 5260.07 1623.92 3968.83 3562.02 1448.73 2905.38 -749.402 541.176 -1438.76 -2051.54 -807.302 -2335.95 
-147378 -30892.5 -86589.1 -84058 -96915.2 -117655 -123707 -131940 -175046 -163246 -188516 -198125 -201165 -231668 -226195 -264346 -263569 -266504 -285053 -274595 -287127 -280910 -290715 -303720 -199653 -261335 -251059 -204432 -212515 -197547 -208923 -200925 -178402 -179689 -141574 -137155 -111088 -100950 -99895.1 -72332.5 -91364.7 -84570.2 -60510.3 -73563.5 -49193.6 -60840.9 -42460.9 -36174.7 -46042.1 -26571.1 
-178930 -45825.1 -97736.4 -101075 -112518 -141249 -149375 -159959 -211210 -195355 -224682 -234949 -244228 -288063 -287114 -336250 -333123 -335915 -355211 -339495 -356490 -342372 -343283 -339001 -201285 -266465 -254690 -194482 -192293 -167653 -179401 -164064 -138658 -144034 -99234.5 -97620.1 -66255.4 -55982.1 -60429.4 -26785 -51938 -48291.1 -27654.4 -42920.8 -5425.16 -13866.9 12779.3 25073.4 19724.4 43049.9 
-111969 -29410.4 -61159.6 -63937 -71114.8 -89145 -94246.5 -100672 -132349 -122126 -139740 -145610 -151305 -178684 -178200 -208672 -206344 -207925 -219568 -209929 -221164 -212655 -213003 -209636 -123722 -164006 -156908 -119197 -116884 -101193 -108250 -98292.5 -82421.8 -85615.2 -57331.7 -56149.7 -36441.2 -29978.6 -32969.7 -11862.9 -27482.2 -25732.4 -13641.9 -23138.6 750.803 -4173.68 12552.9 20599.1 18102 32598.7 
-125402 -29219.3 -67701.8 -67751.2 -75861.5 -95568.4 -101398 -109738 -147021 -137825 -160352 -168828 -175552 -205696 -204095 -238118 -236602 -238538 -252193 -240372 -249793 -238517 -239261 -238228 -142242 -188705 -179395 -137713 -139285 -123687 -133041 -123912 -106247 -110458 -80436.3 -79946.8 -59102.6 -52556.8 -54915.9 -31347.3 -48586 -44643.7 -27835.7 -38360.2 -14068.5 -21962.5 -5601.36 -8.06603 -8385.24 5292.73 
-130298 -26383.7 -77452.1 -74608.6 -86436.6 -104372 -109545 -116685 -155003 -144450 -166951 -175708 -177866 -204437 -199229 -233143 -232871 -235772 -252914 -244271 -255619 -251179 -261257 -274912 -183585 -239335 -230133 -188992 -197212 -184372 -194466 -187788 -167500 -168116 -133872 -129393 -106013 -96675 -95162.1 -70815.9 -87607.9 -81117.7 -58929.4 -70632.4 -49614.7 -60145.4 -43629.3 -37915.6 -46651 -28606.1 
-80167.4 -18095.6 -43670.5 -43341.6 -48878.3 -61657.5 -65581.4 -71142.3 -95240.1 -89553.4 -104380 -110046 -114061 -132894 -131308 -152726 -151495 -152272 -160803 -152896 -158385 -151022 -152012 -152604 -91756.6 -122332 -116511 -90293.5 -92399.5 -82911.9 -89284.5 -83949.2 -72696 -75421.2 -56324.5 -55987.8 -42659.7 -38298.8 -39355.9 -24160.9 -35122.9 -32192.1 -20858.6 -27706.8 -12684.5 -18247.8 -8171.61 -4952.77 -10764.3 -1701.99 
73906.3 13049.2 42417.1 39581.8 46227 56869.2 60430.3 65647.3 88663.9 84359.2 98925.9 104942 106833 121802 118179 136878 136504 137384 146185 139555 143370 138365 142878 150584 98398.9 130199 124490 101649 108268 102106 109022 106424 95515.7 96937.3 79100 77637.1 65439.2 60798.9 59609.6 45483.9 54696.7 50091.6 36199 42602.7 31724.1 39216.4 31852.9 30999.7 39410.4 31448.6 
-27522.9 -1397.12 -16470.4 -12360.2 -15190.2 -18409.8 -19412.3 -22021.2 -32066 -32077.4 -40114.4 -44160.2 -44671.2 -49610.9 -47220.1 -54525.2 -55805 -56622.3 -61431.3 -58901.7 -58324.6 -56231.6 -59741.6 -66626.5 -47430.7 -61521.4 -58127.5 -49988.4 -56801.8 -56182.8 -59817.7 -60586.7 -56105.4 -56530.4 -50568.3 -50174.5 -46164.5 -44645.2 -43025.5 -38145.4 -41792.2 -38060.8 -29480.2 -32037.6 -30341.6 -35036.6 -33587.8 -35732.2 -43403.1 -41324.1 
107559 23031 66517.9 64960.5 75438.7 89592.5 93334.1 97967 128243 117885 134559 140673 140906 161854 157335 185152 184990 187885 202910 197631 209362 208913 219759 233579 160418 207585 200775 167039 173226 162341 169814 163800 146349 145361 115329 110059 89588.8 80816.5 79125.1 59228.4 73033.3 68127.5 50316.4 60267.2 42776.9 50683.8 35689.5 29013.8 33123.6 15678.1 
327605 72853.2 186318 184097 209821 258454 272856 292313 388245 362141 418430 439487 450384 522557 513718 599940 596668 602303 640779 614445 641691 621845 635409 650946 412118 542706 519971 414324 425540 388813 413513 392859 344536 350678 268117 261541 204643 183966 185194 123548 166794 154142 105479 133869 75220.8 98395.6 56154.9 40732.8 60579.3 19299.6 
132047 28725.7 77641.1 76252.6 87679.5 106410 111788 118869 157037 145767 167654 175783 178503 206152 201670 236041 235065 237685 254206 245154 257361 252258 260907 271649 178127 232964 224120 182104 188073 173988 183707 175871 155631 156631 121971 117797 94054.2 84745.2 84099.9 59361.2 76510.7 70978.7 50387.2 62144.7 39500.5 49139.4 31802.2 25006.4 32052.2 13673.1 
-229261 -52917 -128658 -128441 -145378 -180025 -190166 -203833 -270656 -252135 -291164 -305568 -314542 -366616 -361821 -422835 -420276 -424288 -450617 -431600 -451022 -435649 -442499 -448619 -278925 -367789 -351843 -277000 -282010 -254856 -271625 -255901 -222514 -227666 -170343 -166641 -127009 -113172 -115464 -72401.4 -103132 -95399.6 -63290.2 -82982.5 -40243.4 -55210.8 -24825.9 -13241.4 -26013.7 2290.11 
-81812.7 -18722.1 -46486.1 -46304 -52639.1 -65044.6 -68718.7 -73559.5 -97370.6 -90659.2 -104613 -109769 -112617 -130825 -128764 -150334 -149290 -150525 -159922 -153128 -160013 -154817 -157875 -161111 -101129 -133529 -128043 -101619 -103977 -94529.5 -100656 -95274.6 -83308.2 -84996.2 -64377.8 -62844.5 -48528.6 -43332.3 -43829.9 -28408.3 -39343.6 -36381 -24622 -31748.2 -16765.3 -22307.6 -11494.4 -7308.46 -11742.7 -1112.66 
25126.5 8390.79 13344 15456.9 16823.1 21204.6 22528.2 23589.1 29886.7 26743.2 29342.8 29770.6 31148.7 37592 38045.6 44734.8 43611.3 43871 45815.2 43640.6 47025.3 45150.2 44242.2 41492.4 22231.9 30099.8 29150.5 20546.4 17831 13494.3 14575.3 11495.5 8190.39 9042.75 2476.75 2195.34 -2455.23 -4001.4 -2724.16 -7648.09 -4310.37 -3753.08 -4842.7 -2836.29 -9315.76 -9118.24 -13522.6 -16586 -18321 -22026.6 
167306 36371.7 94987 93134.7 106224 131061 138374 148645 198166 185359 215025 226361 232161 269160 264528 308783 307370 310201 330086 316390 329696 319090 326110 334432 211896 278930 266933 212937 219633 201130 214030 203808 179082 182375 140492 137378 108515 98115.2 98591.2 67196.6 89486.2 82566.7 57002.6 71566.2 42008 54220.6 32915.1 25693.1 37091.3 16311.9 
-135945 -27261.2 -78971.9 -75645.7 -87365.9 -106488 -112235 -120481 -161012 -151275 -175668 -185158 -188379 -216426 -210992 -245868 -245251 -247697 -264475 -254079 -264158 -257111 -265519 -277546 -181367 -238101 -228038 -185241 -193955 -180876 -191982 -185338 -164804 -166492 -132337 -128918 -105677 -96901.7 -95795.7 -70362.3 -87776.4 -81009.3 -57980.2 -69898.5 -48249.1 -59957.8 -44401.6 -40365.4 -52057.4 -35959.4 
-10799.4 -1947.78 -7346.28 -6937.04 -8340.86 -9723.82 -10183.6 -10576.6 -13624.4 -12463.8 -14180.5 -14908.1 -14512.8 -16155.8 -15298.5 -17944.2 -17964 -18256.5 -19958.7 -19432.1 -20409.6 -20698.2 -22497 -25296.9 -18717.1 -24317.8 -23798.9 -20727.3 -22104.5 -21378.6 -22356.6 -22142.8 -20349.6 -20133 -17001.5 -16235.7 -14001.9 -12848.3 -12286.2 -10215.9 -11500.8 -10664 -8289.78 -9362.18 -8019.38 -9134.16 -7632.39 -6899.51 -7233.38 -4872.14 
