-7.66504e+08 4.01472e+08 5.43319e+08 -3.77042e+08 -2.86149e+08 
4.21299e+08 -2.18689e+08 -2.99873e+08 2.0495e+08 1.56889e+08 
7.90565e+08 -4.2376e+08 -5.54306e+08 4.0028e+08 2.971e+08 
