14849	0.017864	-0.263506	0
14850	0.017874	-0.263474	0
14851	0.017876	-0.263515	0
14852	0.017878	-0.263567	0
14853	0.017891	-0.263521	0
14854	0.017907	-0.263477	0
14855	0.017939	-0.263439	0
14856	0.017911	-0.263477	0
14857	0.017870	-0.263550	0
14858	0.017894	-0.263541	0
14859	0.017900	-0.263499	0
14860	0.017881	-0.263461	0
14861	0.017880	-0.263481	0
14862	0.017885	-0.263544	0
14863	0.017886	-0.263525	0
14864	0.017893	-0.263495	0
14865	0.017918	-0.263442	0
14866	0.017925	-0.263478	0
14867	0.017869	-0.263549	0
14868	0.017873	-0.263525	0
14869	0.017892	-0.263490	0
14870	0.017903	-0.263461	0
14871	0.017907	-0.263500	0
14872	0.017888	-0.263562	0
14873	0.017903	-0.263526	0
14874	0.017930	-0.263487	0
14875	0.017901	-0.263477	0
14876	0.017892	-0.263504	0
14877	0.017900	-0.263550	0
14878	0.017883	-0.263532	0
14879	0.017884	-0.263492	0
14880	0.017900	-0.263465	0
14881	0.017904	-0.263506	0
14882	0.017881	-0.263570	0
14883	0.017878	-0.263530	0
14884	0.017898	-0.263495	0
14885	0.017911	-0.263452	0
14886	0.017901	-0.263489	0
14887	0.017902	-0.263548	0
14888	0.017914	-0.263539	0
14889	0.017914	-0.263488	0
14890	0.017928	-0.263445	0
14891	0.017904	-0.263495	0
14892	0.017905	-0.263545	0
14893	0.017917	-0.263526	0
14894	0.017929	-0.263473	0
14895	0.017897	-0.263464	0
14896	0.017902	-0.263485	0
14897	0.017908	-0.263545	0
14898	0.017886	-0.263521	0
14899	0.017917	-0.263473	0
14900	0.017923	-0.263445	0
14901	0.017921	-0.263498	0
14902	0.017933	-0.263558	0
14903	0.017929	-0.263507	0
14904	0.017938	-0.263446	0
14905	0.017922	-0.263432	0
14906	0.017928	-0.263467	0
14907	0.017951	-0.263510	0
14908	0.017952	-0.263483	0
14909	0.017941	-0.263450	0
14910	0.017947	-0.263431	0
14911	0.017957	-0.263453	0
14912	0.017965	-0.263482	0
14913	0.018000	-0.263454	0
14914	0.017976	-0.263413	0
14915	0.018007	-0.263367	0
14916	0.018003	-0.263384	0
14917	0.018012	-0.263439	0
14918	0.018045	-0.263409	0
14919	0.018017	-0.263361	0
14920	0.018007	-0.263335	0
14921	0.018020	-0.263367	0
14922	0.017998	-0.263430	0
14923	0.018014	-0.263427	0
14924	0.018014	-0.263388	0
14925	0.018023	-0.263350	0
14926	0.018030	-0.263376	0
14927	0.018004	-0.263445	0
14928	0.017972	-0.263448	0
14929	0.017974	-0.263422	0
14930	0.018006	-0.263385	0
14931	0.018007	-0.263400	0
14932	0.017961	-0.263479	0
14933	0.017955	-0.263462	0
14934	0.018002	-0.263411	0
14935	0.018012	-0.263388	0
14936	0.017959	-0.263425	0
14937	0.017952	-0.263454	0
14938	0.017953	-0.263454	0
14939	0.017980	-0.263407	0
14940	0.017989	-0.263344	0
14941	0.017979	-0.263393	0
14942	0.017941	-0.263476	0
14943	0.017925	-0.263478	0
14944	0.017960	-0.263416	0
14945	0.017974	-0.263373	0
14946	0.017975	-0.263411	0
14947	0.017978	-0.263490	0
14948	0.017948	-0.263477	0
14949	0.017955	-0.263430	0
14950	0.017962	-0.263404	0
14951	0.017951	-0.263450	0
14952	0.017941	-0.263487	0
14953	0.017938	-0.263462	0
14954	0.017953	-0.263427	0
14955	0.017970	-0.263406	0
14956	0.017956	-0.263449	0
14957	0.017954	-0.263514	0
14958	0.017990	-0.263486	0
14959	0.017985	-0.263431	0
14960	0.017960	-0.263399	0
14961	0.017973	-0.263425	0
14962	0.017947	-0.263496	0
14963	0.017943	-0.263508	0
14964	0.017957	-0.263463	0
14965	0.017990	-0.263376	0
14966	0.017953	-0.263442	0
14967	0.017960	-0.263494	0
14968	0.017976	-0.263476	0
14969	0.017967	-0.263441	0
14970	0.017967	-0.263415	0
14971	0.017949	-0.263454	0
14972	0.017944	-0.263508	0
14973	0.017955	-0.263487	0
14974	0.017949	-0.263448	0
14975	0.017978	-0.263411	0
14976	0.017976	-0.263454	0
14977	0.017967	-0.263509	0
14978	0.017956	-0.263493	0
14979	0.017972	-0.263462	0
14980	0.017988	-0.263404	0
14981	0.017971	-0.263433	0
14982	0.017959	-0.263502	0
14983	0.017945	-0.263513	0
14984	0.017964	-0.263470	0
14985	0.017979	-0.263417	0
14986	0.017958	-0.263450	0
14987	0.017958	-0.263518	0
14988	0.017979	-0.263503	0
14989	0.018003	-0.263439	0
14990	0.017999	-0.263419	0
14991	0.017954	-0.263449	0
14992	0.017961	-0.263494	0
14993	0.017980	-0.263480	0
14994	0.017961	-0.263443	0
14995	0.017982	-0.263425	0
14996	0.018006	-0.263444	0
14997	0.018012	-0.263491	0
14998	0.017980	-0.263491	0
14999	0.017973	-0.263464	0
15000	0.017970	-0.263435	0
15001	0.017959	-0.263464	0
15002	0.017979	-0.263514	0
15003	0.018002	-0.263487	0
15004	0.017980	-0.263454	0
15005	0.017985	-0.263451	0
15006	0.017991	-0.263473	0
15007	0.017967	-0.263522	0
15008	0.017967	-0.263510	0
15009	0.018016	-0.263439	0
15010	0.018018	-0.263397	0
15011	0.017983	-0.263435	0
15012	0.017948	-0.263522	0
15013	0.017998	-0.263488	0
15014	0.017989	-0.263447	0
15015	0.017975	-0.263418	0
15016	0.017984	-0.263435	0
15017	0.018010	-0.263511	0
15018	0.018028	-0.263508	0
15019	0.017991	-0.263463	0
15020	0.017980	-0.263433	0
15021	0.018000	-0.263443	0
15022	0.017966	-0.263511	0
15023	0.017955	-0.263504	0
15024	0.017974	-0.263464	0
15025	0.017979	-0.263431	0
